"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"2217","equals","equals","2","Body Change","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2218","_compare","_compare","1","Body Change, Introduced, MultiChange","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2219","_parseIndex","_parseIndex","3","File Renamed","Improve type casting for JsonPointer methods
","808d5fc287cc8d4e4819fea2dc18817dd5890bb5","Tatu Saloranta"
"2220","_parseIndex","_parseIndex","3","Body Change, Introduced, MultiChange","addressing #133
","4769c36b6fe444cb929bc6cb81104903a806e525","Tatu Saloranta"
"2221","_parseIndex","_parseIndex","3","Body Change","Merge branch '2.4'

Conflicts:
	src/test/java/com/fasterxml/jackson/core/TestJsonPointer.java
","322accee786d188d2ae25d9a5721508784ecf471","Cowtowncoder"
"2222","_parseTail","_parseTail","4","File Renamed","Improve type casting for JsonPointer methods
","808d5fc287cc8d4e4819fea2dc18817dd5890bb5","Tatu Saloranta"
"2223","_parseTail","_parseTail","4","Body Change, Introduced, MultiChange","Further reduce memory usage of `JsonPointer` (wrt #818) (#820)

","4f397611f3ff3f2a414a5237aeae68214b2649c2","Tatu Saloranta"
"2224","_parseTail","_parseTail","4","Body Change","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2225","_parseTail","_parseTail","4","Body Change","Reuse own constant and refactor magic chars into new constants for (#1216)

","f16a7397f5ff5b8eb81d06de962db515a87130d3","Gary Gregory"
"2226","_buildPath","_buildPath","1","Body Change, Introduced, MultiChange","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2227","_extractEscapedSegment","_extractEscapedSegment","2","Body Change, Introduced, MultiChange","Final fixes to JsonPointer
","a09cbd0d3cad12b01535deff23e2ba1b487afc81","Tatu Saloranta"
"2228","_extractEscapedSegment","_extractEscapedSegment","2","Body Change","Fix #1361: handle non-escaping '~' more correctly (#1362)

","0bee790c7d994baeeada88a20c378a8b58e9b76b","Tatu Saloranta"
"2229","_appendEscape","_appendEscape","1","Return Type Change, Body Change, MultiChange","Fix #1361: handle non-escaping '~' more correctly (#1362)

","0bee790c7d994baeeada88a20c378a8b58e9b76b","Tatu Saloranta"
"2230","_constructHead","_constructHead","7","File Renamed","Improve type casting for JsonPointer methods
","808d5fc287cc8d4e4819fea2dc18817dd5890bb5","Tatu Saloranta"
"2231","_constructHead","_constructHead","7","Body Change, Introduced, MultiChange","Minor improvement to #169: construct `head` lazily
","d2c602341294de5f3762af478b79d984997f271c","Cowtowncoder"
"2232","_constructHead","_constructHead","7","Body Change","Change JsonPointer.head() so it need not re-compile expression but use existing pieces
","17628141a43fd5846a0945891172bad62cd6cb54","Cowtowncoder"
"2233","_constructHead","_constructHead","7","Body Change","Further reduce memory usage of `JsonPointer` (wrt #818) (#820)

","4f397611f3ff3f2a414a5237aeae68214b2649c2","Tatu Saloranta"
"2234","_constructHead","_constructHead","7","Body Change","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2235","_constructHead","_constructHead","7","Body Change","...
","89b2381753ff03042e688a4cfc9753150a42d51b","Tatu Saloranta"
"2236","_constructHead","_constructHead","7","Body Change","Fix #1328: optimize `JsonPointer.head()` (#1354)

","be53bb5a5dc9bcbd8c212d00db2f1feb14bf3797","Tatu Saloranta"
"2237","PointerParent","PointerParent","1","Body Change, Introduced, MultiChange","Further reduce memory usage of `JsonPointer` (wrt #818) (#820)

","4f397611f3ff3f2a414a5237aeae68214b2649c2","Tatu Saloranta"
"2238","PointerSegment","PointerSegment","1","Body Change, Introduced, MultiChange","Fix #736 (OOME for very deeply nested JsonPointers)
","17bc4ca52bc8371e9d74775001911fe33bda4a95","Tatu Saloranta"
"2239","writeReplace","writeReplace","4","File Renamed","Improve type casting for JsonPointer methods
","808d5fc287cc8d4e4819fea2dc18817dd5890bb5","Tatu Saloranta"
"2240","writeReplace","writeReplace","4","Body Change, Introduced, MultiChange","Make JsonPointer java.io.Serializable (#762)

","ca183933acb4d34f7c05872bc73e2160a97ffd6b","Evan Galpin"
"2241","writeReplace","writeReplace","4","Body Change","Add release notes wrt #762, minor cleanup
","4f951150f94c4b493a9c18ac493bc0f06c38fd02","Tatu Saloranta"
"2242","writeReplace","writeReplace","4","Body Change","Minor fixes to JsonPointer tests, new implementation (wrt JDK serialization)
","2f997429e7043d15a4c1354685a2f7e36179d8ef","Tatu Saloranta"
"2243","Serialization","Serialization","1","Introduced","Add release notes wrt #762, minor cleanup
","4f951150f94c4b493a9c18ac493bc0f06c38fd02","Tatu Saloranta"
"2244","Serialization","Serialization","2","File Renamed","Improve type casting for JsonPointer methods
","808d5fc287cc8d4e4819fea2dc18817dd5890bb5","Tatu Saloranta"
"2245","Serialization","Serialization","2","Body Change, Introduced, MultiChange","Minor fixes to JsonPointer tests, new implementation (wrt JDK serialization)
","2f997429e7043d15a4c1354685a2f7e36179d8ef","Tatu Saloranta"
"2246","writeExternal","writeExternal","2","Body Change, Exceptions Change, Introduced, MultiChange","Make JsonPointer java.io.Serializable (#762)

","ca183933acb4d34f7c05872bc73e2160a97ffd6b","Evan Galpin"
"2247","writeExternal","writeExternal","2","Body Change, Exceptions Change, MultiChange","Minor fixes to JsonPointer tests, new implementation (wrt JDK serialization)
","2f997429e7043d15a4c1354685a2f7e36179d8ef","Tatu Saloranta"
"2248","readExternal","readExternal","2","Body Change, Exceptions Change, Introduced, MultiChange","Make JsonPointer java.io.Serializable (#762)

","ca183933acb4d34f7c05872bc73e2160a97ffd6b","Evan Galpin"
"2249","readExternal","readExternal","2","Body Change, Exceptions Change, MultiChange","Minor fixes to JsonPointer tests, new implementation (wrt JDK serialization)
","2f997429e7043d15a4c1354685a2f7e36179d8ef","Tatu Saloranta"
"2250","readResolve","readResolve","3","Body Change, Exceptions Change, Introduced, MultiChange","Make JsonPointer java.io.Serializable (#762)

","ca183933acb4d34f7c05872bc73e2160a97ffd6b","Evan Galpin"
"2251","readResolve","readResolve","3","Body Change","Add release notes wrt #762, minor cleanup
","4f951150f94c4b493a9c18ac493bc0f06c38fd02","Tatu Saloranta"
"2252","readResolve","readResolve","3","Body Change, Exceptions Change, MultiChange","Minor fixes to JsonPointer tests, new implementation (wrt JDK serialization)
","2f997429e7043d15a4c1354685a2f7e36179d8ef","Tatu Saloranta"
"2253","getProcessor","getProcessor","1","Body Change","Fixed #664 (add `StreamWriteException` type)
","99bf0cfb07a9c6ad5ba7a0561e0e622328a0d7ad","Tatu Saloranta"
"2254","withPool","withPool","1","Introduced","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2255","releaseToPool","releaseToPool","1","Introduced","Make one addition to `RecyclerPool.WithPool` to ensure ""release"" method implemented (#1126)

","5a971d2dc838d76ddfcf66c01329fd26f2b99471","Tatu Saloranta"
"2256","acquireAndLinkPooled","acquireAndLinkPooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2257","acquirePooled","acquirePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2258","releasePooled","releasePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2259","clear","clear","1","Body Change, Introduced, MultiChange","Fix #1202: add `RecyclerPool.clear()` method (#1204)

","8be6d685e68979062277f6b38cd4f61eae0575e1","Tatu Saloranta"
"2260","pooledCount","pooledCount","1","Body Change, Introduced, MultiChange","Fixes #1262: Add diagnostic method pooledCount() in RecyclerPool (#1263)

","33a99d3f556d5c04acba0e74bd821a5cfe2f6311","Tatu Saloranta"
"2261","ThreadLocalPoolBase","ThreadLocalPoolBase","1","Introduced","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2262","acquireAndLinkPooled","acquireAndLinkPooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2263","acquirePooled","acquirePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2264","releasePooled","releasePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2265","pooledCount","pooledCount","1","Body Change, Introduced, MultiChange","Fixes #1262: Add diagnostic method pooledCount() in RecyclerPool (#1263)

","33a99d3f556d5c04acba0e74bd821a5cfe2f6311","Tatu Saloranta"
"2266","clear","clear","1","Body Change, Introduced, MultiChange","Fix #1202: add `RecyclerPool.clear()` method (#1204)

","8be6d685e68979062277f6b38cd4f61eae0575e1","Tatu Saloranta"
"2267","acquireAndLinkPooled","acquireAndLinkPooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2268","acquirePooled","acquirePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2269","releasePooled","releasePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2270","pooledCount","pooledCount","1","Body Change, Introduced, MultiChange","Fixes #1262: Add diagnostic method pooledCount() in RecyclerPool (#1263)

","33a99d3f556d5c04acba0e74bd821a5cfe2f6311","Tatu Saloranta"
"2271","clear","clear","1","Body Change, Introduced, MultiChange","Fix #1202: add `RecyclerPool.clear()` method (#1204)

","8be6d685e68979062277f6b38cd4f61eae0575e1","Tatu Saloranta"
"2272","StatefulImplBase","StatefulImplBase","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2273","_resolveToShared","_resolveToShared","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2274","createPooled","createPooled","1","Introduced","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2275","ConcurrentDequePoolBase","ConcurrentDequePoolBase","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2276","acquirePooled","acquirePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2277","releasePooled","releasePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2278","pooledCount","pooledCount","1","Body Change, Introduced, MultiChange","Fixes #1262: Add diagnostic method pooledCount() in RecyclerPool (#1263)

","33a99d3f556d5c04acba0e74bd821a5cfe2f6311","Tatu Saloranta"
"2279","clear","clear","1","Body Change, Introduced, MultiChange","Fix #1202: add `RecyclerPool.clear()` method (#1204)

","8be6d685e68979062277f6b38cd4f61eae0575e1","Tatu Saloranta"
"2280","LockFreePoolBase","LockFreePoolBase","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2281","acquirePooled","acquirePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2282","releasePooled","releasePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2283","pooledCount","pooledCount","1","Body Change, Introduced, MultiChange","Fixes #1262: Add diagnostic method pooledCount() in RecyclerPool (#1263)

","33a99d3f556d5c04acba0e74bd821a5cfe2f6311","Tatu Saloranta"
"2284","clear","clear","1","Body Change, Introduced, MultiChange","Fix #1202: add `RecyclerPool.clear()` method (#1204)

","8be6d685e68979062277f6b38cd4f61eae0575e1","Tatu Saloranta"
"2285","Node","Node","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2286","BoundedPoolBase","BoundedPoolBase","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2287","acquirePooled","acquirePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2288","releasePooled","releasePooled","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2289","pooledCount","pooledCount","1","Body Change, Introduced, MultiChange","Fixes #1262: Add diagnostic method pooledCount() in RecyclerPool (#1263)

","33a99d3f556d5c04acba0e74bd821a5cfe2f6311","Tatu Saloranta"
"2290","clear","clear","1","Body Change, Introduced, MultiChange","Fix #1202: add `RecyclerPool.clear()` method (#1204)

","8be6d685e68979062277f6b38cd4f61eae0575e1","Tatu Saloranta"
"2291","capacity","capacity","1","Body Change, Introduced, MultiChange","Rename BufferRecyclerPool -> RecyclerPool
","ab0e373b3af28b48474fc2de8af921c9a9729084","Tatu Saloranta"
"2292","Spacing","Spacing","1","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2293","spacesBefore","spacesBefore","1","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2294","spacesAfter","spacesAfter","1","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2295","apply","apply","1","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2296","Separators","Separators","2","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2297","Separators","Separators","2","Body Change","Allow configuring `DefaultPrettyPrinter` separators for empty Arrays and Objects (#1178)

","80e79f18be36993f9748ed760860af8fcd9e757c","gulecroc"
"2298","Separators","Separators","2","Body Change, Introduced, MultiChange","Minor clean up post #1042 (root separator field not deprecated)
","bb778a0a4d6d492ca0a39d7d0e32b6e44e90e7aa","Tatu Saloranta"
"2299","Separators","Separators","2","Modifier Change, Body Change, MultiChange","Allow configuring `DefaultPrettyPrinter` separators for empty Arrays and Objects (#1178)

","80e79f18be36993f9748ed760860af8fcd9e757c","gulecroc"
"2300","Separators","Separators","1","Body Change, Introduced, MultiChange","Allow configuring `DefaultPrettyPrinter` separators for empty Arrays and Objects (#1178)

","80e79f18be36993f9748ed760860af8fcd9e757c","gulecroc"
"2301","withRootSeparator","withRootSeparator","2","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2302","withRootSeparator","withRootSeparator","2","Body Change","Minor post-merge fix wrt #1178
","d14acac9536939886e432d7145670a9210f54699","Tatu Saloranta"
"2303","withObjectFieldValueSeparator","withObjectFieldValueSeparator","2","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
"2304","withObjectFieldValueSeparator","withObjectFieldValueSeparator","2","Body Change","Minor post-merge fix wrt #1178
","d14acac9536939886e432d7145670a9210f54699","Tatu Saloranta"
"2305","withObjectFieldValueSpacing","withObjectFieldValueSpacing","2","Body Change","Allow configuring spaces before and/or after the colon in `DefaultPrettyPrinter` (#1042)

","23aee01b971b9e7dfc35af7a388fa2ab71e39130","digulla"
